,asin,helpful,reviewText,overall,reviewTime,title,price,brand,reviewLength,reviewWords,usefulness,avgWordLength,expresiveness,ratingDelta,priceDelta,sentiment
10,B005FIUJ0S,"[5, 5]",Does what its supposed to do.  Cranks the first time EVERY time.  No complaints from me at all!  Would recommend over more expensive comparable batteries!,5.0,"07 2, 2013",Shorai LFX14L2-BS12 Extreme Rate Lithium Iron Powersports Battery,130.0,Shorai,154,25,1.0,6.16,0.4131828527516033,1.1946105790109216,2.229022683427146,0.8245134353637695
11,B003JH6HPI,"[2, 2]","Very pleased with how the WeatherTech 442771 Black Front FloorLiners fit my 2011 Tundra double cab.  They form-fit the driver and passenger side floor areas very well--pretty much a custom fit.  They're made of a durable, semi-rubber type of material--somewhat flexible--however, not nearly as flexible as the typical liner/mat you would see in a retail store.  The driver's side liner attaches to the two existing OEM hooks (on my 2011) and keeps the liner very secure.  The passenger side liner lays flat without any hooks, but does move slightly if forced.  I haven't had a chance to test them under muddy or wet conditions, but it appears they could hold up to an inch of sludge/water before overflowing.  The overflow is designed to exit over the portion of the liner that covers the door sill just below the door.  If you're looking for maximum protection of your Tundra's carpet look no farther than these Weathertech Floorliners!",5.0,"02 5, 2012","WeatherTech Custom Fit Front FloorLiner for Toyota Tundra, Black",124.95,WeatherTech,937,168,1.0,5.5773809523809526,2.7765887704907737,1.1946105790109216,2.1424337253401693,0.9999756813049316
12,B000MUOPNG,"[0, 1]","Don't know why most of these rivets are so expensive.These are very reasonable, and do meet the needs they are supposed to do... keep in place whatever was designed by the manufacturer.Also easy to remove in case you need to take them out to access some part behind the cover(s).Very happy with these.",5.0,"03 24, 2014","7mm Hole, 20mm Head, 8mm Stem Toyota Push In Rivet (Qty: 25) Gripper Box # 2146T",6.29,PDQ,301,58,0.0,5.189655172413794,0.9585842183837197,1.1946105790109216,0.10785040522120576,0.9969478845596313
13,B0009VIQ1A,"[0, 1]","Cheap:They're made of cheap threads and leaves red lint all over the car and its pretty difficult to remove the red lint when compared with dust.Complicates:Its wax threaded threads leaves small dots on the surface, esp. glass and its very difficult to remove. you'd need to scratch with a microfiber cloth.",1.0,"05 18, 2014",California Car Duster 62443 Standard Car Duster with Plastic Handle,18.99,California Car Duster,307,56,0.0,5.482142857142856,0.9255295901635912,0.2389221158021843,0.3256087750637039,1.3589859008789062e-05
14,B000COBXPA,"[2, 3]","Used it once already, good quality, excellent price, anywhere else would of cost three times as much. 6' foot lenght long enough to wrap around small to medium size tree trunks, an eight foot strap would be needed to wrap around larger anchor points.",5.0,"04 13, 2012","Keeper 2952 2&quot; x 6' Winch Strap, 8,000 lbs. Max Vehicle Wt. (20,000 lbs. web capacity)",19.0,Keeper,250,44,0.6666666666666666,5.681818181818183,0.7272018208428217,1.1946105790109216,0.32578023834704445,0.9961298704147339
15,B009OBW23O,"[4, 5]","This wax really makes the white on my 2010 Camry SE ""pop"".  I included a photo of the car with only  one coat of this wax and one coat of Meg's  Professional Sealant 2.0",5.0,"09 4, 2013",Meguiar's G6107 White Wax Paste - 7 oz.,12.99,Meguiar&#39;s,169,36,0.8,4.6944444444444455,0.5949833079623087,1.1946105790109216,0.22273080505937407,0.9855627417564392
16,B009OBW23O,"[1, 1]","I was really looking forward to this product, me owning a white car. I found this product difficult to apply. The product would just roll off the pad of my Meguiars  g110v2.  The result on the other hand was great.",4.0,"05 15, 2013",Meguiar's G6107 White Wax Paste - 7 oz.,12.99,Meguiar&#39;s,214,40,1.0,5.35,0.6610925644025653,0.9556884632087372,0.22273080505937407,0.016917049884796143
17,B000CFSCEO,"[0, 1]","I researched CAI (cold air intakes) atleast 2 to 3 weeks before I decided with AEM. I was inpressed with the shipping via Amazon, but further more the quality of AEM was just top notch. My other choice was Injen, but since I could not find enough backing info to choose them over AEM. To back my choice I research sound on utube and other web forums. Sound quality is pretty deep and low end torque is very on point. I can't tell about HP gain, but I bet its there somewhere. The stock setup in a eclipse 4 banger is horrible. Good luck to all that read this and remember if your driving in heavy water areas you should get a bypass to save your engine. My ride is a spring/summer/fall and never sees rain nor snow. visit my ride @ [...]",5.0,"07 14, 2008",AEM 21-433B Blue Cold Air Intake System,252.15,AEM,737,144,0.0,5.1180555555555545,2.3799332318492348,1.1946105790109216,4.323446689431961,0.9963299036026001
18,B0096UAZ1O,"[0, 2]",This light appears to be made well not as bright as i thought but good for the price nothing fancy about it either so if something must be fixed u can do it on your own. to bad only 10 flash patterns though. I just wish I knew wether it were weatherproof or not to put in a grill. Would buy again anytime.,4.0,"11 25, 2012",31.5&quot; Emergency Warning Traffic Advisor Vehicle Strobe Light Bar - Red,76.39,Exlight,305,63,0.0,4.841269841269841,1.0412207889340401,0.9556884632087372,1.309808021438459,0.84703129529953
19,B001LHVOVK,"[0, 4]","I wanted to diagnose a &#34;Maint. Reqd&#34; light using this on a 2005 Toyota Corolla. The product worked, sure, but it said &#34;NO CODE&#34;. Whatever problem I still have is manufacturer-specific, and requires something a little more robust. I'm going to try a Bluetooth solution next, with the Torque app.",1.0,"09 8, 2013",Autel MaxiScan MS300 CAN Diagnostic Scan Tool for OBDII Vehicles,11.97,Autel,310,56,0.0,5.535714285714287,0.9255295901635912,0.2389221158021843,0.205241550158638,0.23733916878700256
20,B001NG8I8G,"[1, 1]","Good stuff as I would expect from POR 15. Anybody can do this. The hard part is removing the tank from the vehicle. Steam and chemical clean the tank first, use the Metal Ready, then slush it with the sealant. One quart was enough to do a large tank from a 1985 Toyota Land Cruiser FJ60. Just read and follow the instructions.",5.0,"07 11, 2011",POR-15 FUEL TANK SEALER - QUART,40.99,POR-15,326,62,1.0,5.258064516129032,1.024693474823976,1.1946105790109216,0.7028279984129133,0.023313164710998535
21,B000C54496,"[1, 1]",These are a one time only buy.  They will handle everything you throw at it. I put these on my lifted F-250 and could tell a difference instantly.,5.0,"02 12, 2014",Moog K80026 Ball Joint,35.0,Moog,146,29,1.0,5.0344827586206895,0.4792921091918598,1.1946105790109216,0.600121491691924,0.7561740279197693
22,B000RGQ4Q6,"[1, 4]","This is the set that comes up when you type in 2004 BMW 325.  When you get them they are a universal set that look nothing like the original wipers.  They are not attractive at all and make the car look bad.  BMW takes the extra time to think of the little things when it comes to fit and finish, Rain X does not.  The universal mount where the arm connects sticks out like sore thumb, pretty tacky. They could have at least designed a cover to conceal the mounting point.  They do work well though.  Summary, form bad, function good.",3.0,"05 18, 2010","Rain-X 5079276 Latitude 8-In-1 Premium Graphite Coated Wiper Blade, 19&quot; (Pack of 1)",11.79,Rain-X,534,101,0.25,5.287128712871287,1.6692587251164772,0.7167663474065529,0.2021552110585081,0.9648340940475464
23,B000F19366,"[7, 8]","This item was returned because I ordered the wrong thing.  It was a little hard to tell what to buy from the information on the website, but since Amazon lets you return almost anything without charge, I ordered it anyway.  This one did not fit my husband's 2003 Dodge truck and the grey color was too light, so we exchanged it for Item model number: 1541-00-25 in black.  It fit very well and is a great improvement over the faded and cracked dash in the truck-which has to sit out in the weather all the time.  The only thing my husband said is he wished they would include more velcro so the fit would be more streamlined.  He is going to buy some more at the home store just to make it fit closer.  The one we got is made out of some carpet like material, and has the openings for the vents cut to match the dash board. The Dashmat is definitely a neat idea, and much cheaper than replacing the dash.  It is worth the cost, and I would buy it again.",5.0,"02 21, 2012","DashMat Original Dashboard Cover Dodge Ram (Premium Carpet, Gray)",29.94,Dashmat,953,188,0.875,5.069148936170213,3.1071350526920565,1.1946105790109216,0.5133610703216058,0.9993914365768433
24,B008UR7J6I,"[5, 7]",It works...once in a while. It was a pain to get it to work and it'll only work for like 10 minutes.,2.0,"05 22, 2013",New Version V1.5 ELM327 OBDII OBD2 Bluetooth Car Diagnostic Interface Scanner,8.1,Patazon,100,24,0.7142857142857143,4.166666666666667,0.3966555386415391,0.4778442316043686,0.13888525950584527,0.0041412413120269775
25,B003R7M6CS,"[5, 5]","So far it's working flawless in our RV 5th Wheel and everything I've plugged into works as well, from computers to a 15-amp circular saw.",5.0,"10 17, 2012","Whistler Pro-2000W 2,000 Watt Power Inverter",156.46,Whistler,137,28,1.0,4.892857142857143,0.4627647950817956,1.1946105790109216,2.682714531146241,0.9808104634284973
26,B005FKWGG6,"[1, 1]",Parts were perfect and the fit was precise.  They even include directions to help install and break in the pads.  Very impressive.,5.0,"03 17, 2013",Power Stop K1923 Front Ceramic Brake Pad and Cross Drilled/Slotted Combo Rotor One-Click Brake Kit,168.53,Power Stop,130,22,1.0,5.909090909090909,0.3636009104214109,1.1946105790109216,2.889670714138284,0.9999785423278809
27,B000X1E59S,"[3, 3]",A must if you need to evac AC systems and don't want to risk using contaminated old oil as that can cause you as well not to pull a deep vacuum.Product arrived quicker then the estimated time so that was a plus!,5.0,"09 18, 2011",Robinair 13203 Premium High Vacuum Pump Oil - 1 Quart,5.49,Robinair,211,44,1.0,4.795454545454546,0.7272018208428217,1.1946105790109216,0.0941333425539618,0.0002461671829223633
28,B008BWNX44,"[1, 2]","I just received my order from UPS.  Everything arrived and appears to be in great condition.  I just mounted these tires on stock 16 in rims.  These tires were a great buy.  However the local shops hate it when you want to have tires mounted and balanced when the tires were not bought at that location.  And when they find out how much cheaper you bought these tires on line, it think it makes them sick.  HA, so much for marked up local tires.  And free delivery, this was a no brainer.  10.5 inches wide.",5.0,"01 22, 2014",Kenda Klever M/T KR29 285/75R16 126Q (24297528516EW),162.0,Kenda,507,96,0.5,5.28125,1.5866221545661563,1.1946105790109216,2.7777051901169054,0.9999498128890991
29,B000G2AOU8,"[9, 9]","I honestly believe this is the best option for DIY caliper paint. This is not your typical high temp paint. This G2 kit uses a reactor and the paint which you mix together. This paint does not ""dry"" in a typical sense. It rather ""cures"" which creates a super hard, durable coating that is heat resistant to 900+ degrees. It is a much cleaner application with a brush than other rattle can options you may find out there for cheap.This kit includes everything you need to get the job done right. The brake cleaner is key to getting good results and this kit includes that. This kit has enough paint to do at least 2-3 coats on all 4 calipers (your results may vary).Pros- Higher quality than typical rattle can paint- Included brake cleaner- Very durable resultsCons- None",5.0,"04 11, 2011",High Temperature High Gloss Self Leveling Brush On Black G2 Brake Caliper Paint System Kit,36.99,G2 USA,771,141,1.0,5.468085106382978,2.3303512895190424,1.1946105790109216,0.6342426850766935,1.0
30,B001RLU0ME,"[0, 1]",Awesome plugs. Used the boat all season 2013 and it ran smoothly.Would definitely recommend these plugs to a friend.,5.0,"01 3, 2014","NGK (4212) ILFR6G-E Laser Iridium Spark Plug, Pack of 1",9.95,NGK,116,20,0.0,5.8,0.3305462822012826,1.1946105790109216,0.17060596692384694,0.9997424483299255
31,B0043B7JR4,"[9, 13]","Way over rated for the tough job!!Does not perform as advertised!!Will not charge at 60A for more than 25 minutes.It overheats and trips and cannot be used for about 30 to 60 minutes before it cools down and auto resets.My RV has big batteries and I need a real 60A charger, not a 30A charger labeled as a 60A.Most users don't demand the full rated current for an hour or longer. I need the charger to perform as advertised.As a retired engineer, I have the equipment and know how to run this test accurately.",1.0,"10 31, 2010",Schumacher Electric Wheel Charger SE-4225,138.88,Schumacher,509,101,0.6923076923076923,5.03960396039604,1.6692587251164772,0.2389221158021843,2.3812820790335545,0.01562926173210144
32,B00029WVI8,"[1, 1]","I bought these because I don't like how the circular blind spot mirrors look on trucks and Jeeps (or any vehicle with a boxy side-view mirror).  It actually gives a broader range of view on the outside (where you want a blind spot mirror to show), but less coverage on the vehicle side (where the side-view shows anyway).  One recommendation that I have is to mount it with the most curved corner facing the lower and outer side of the vehicle.  This will give you the best viewing area and in my opinion, look more natural on the side view mirror.Also, know that these DO NOT come in a 2-pack like most other blind spot mirrors; you must buy 2, one for each side.",5.0,"01 3, 2014",CIPA 49403 3 x 3 Corner Wedge Stick-On,6.32,CIPA,664,129,1.0,5.147286821705427,2.1320235201982727,1.1946105790109216,0.10836479507122744,0.017385333776474
33,B0036IA6JI,"[1, 2]","This door handle is just like the original. I am very satisfied with the overall quality, looks, and performance of this product.",4.0,"02 2, 2012",Chevrolet Inside Driver Side Door Handle Gray,11.3,DAP,129,22,0.5,5.863636363636362,0.3636009104214109,0.9556884632087372,0.1937535101748212,0.9976722002029419
34,B00650NY6G,"[1, 1]",I have a 2010 VW Jetta. I had to cut both vertically and horizontally. The adhesive can be messy so take your time.,5.0,"07 9, 2013",3M 08582 36&quot; Door Edge Protection Film,7.5,3M,115,23,1.0,5.0,0.380128224531475,1.1946105790109216,0.1285974625054123,0.0007005631923675537
35,B0001EFTBA,"[8, 8]","This is a handy little tool, well made and a good price. But it doesn't 'lock' onto a key ring, if both 'arms' extend through shaking or similar activity it will fall off. So beware or you'll lose yours like I lost mine. I don't think I'll be buying another because of this problem.",3.0,"01 3, 2008",Swiss+Tech MPCSS Micro Plus 8 in 1 Keyring Tool,7.19,Swiss+Tech,282,58,1.0,4.862068965517241,0.9585842183837197,0.7167663474065529,0.12328210072185525,0.006807565689086914
36,B00AOIM2CC,"[0, 2]",". . . but for the price, I guess I got my money's worth. I am not/not a mechanic, thus my expectations were along the lines of a gadget user who expected this device to give an engine status in laymen's terms: &#34;The engine is fine. You may need to change your oil in the next two months. Check your tires for proper pressure. Your freon levels seems low, while your brake fluid is low, may need .2 liters to fill.&#34; I know, this is asking too much for the price. Hope future revisions include these features. Ah! I also wished it saved readings in a chron/data file for off line review.",3.0,"03 8, 2014",LYL&reg; WIFI Wirless OBD2 Car Diagnostic Reader Scanner Scan Tool for Iphone iPad iOS PC,17.25,ZJchao(TM),592,115,0.0,5.147826086956521,1.900641122657375,0.7167663474065529,0.29577416376244825,0.9951823949813843
37,B000OZVZL4,"[1, 1]","I bought this for my 2006 wide glide and it's cool.It's more subtle than you probably think it is.It compliments my mild cam nicely, but you'll probably need a need a shorter (2 teeth)belt and maybe want to adjust your speedo (it'll read 6% too fast).Real world freeway cruising is probably about 300 rpms higher, maybe lose 5 or 10 mph at the top end, but you can still bury the needle.Bottom line, if you've got to replace a belt or already have your primary apart, it's money well spent.",5.0,"01 13, 2012",Andrews Transmission Power Ratio Belt Pulley - 30T 290306,112.0,Andrews,490,101,1.0,4.851485148514851,1.6692587251164772,1.1946105790109216,1.9203887734141567,0.9999940395355225
38,B000S34PBY,"[3, 3]",Auto vent shades were very easy to install.  Looks super nice on my 2011 Hyundai Santa Fe.Also received this product in a timely manner.  Very pleased with product.,5.0,"08 22, 2011","Auto Ventshade 94253 Original Ventvisor, 4 Piece",52.45,Auto Ventshade,164,29,1.0,5.655172413793102,0.4792921091918598,1.1946105790109216,0.8993249211211832,0.9999997615814209
39,B00FMV28WK,"[1, 1]",Parts shipped extremely fast and were a perfect fit. Easy to install. Great look and a great purchase! I would recommend for any Silverado owner.,5.0,"12 29, 2013",Genuine GM Accessories 22913965 Outside Rear View Mirror Cover,79.5,GM,145,25,1.0,5.8,0.4131828527516033,1.1946105790109216,1.3631331025573703,1.0
40,B004VRLTNA,"[1, 1]","I am very pleased with the CR Lawrence trivent slider I purchased for my 2011 sierra , I chose the standard dark tint ( cheaper ) and it is not too dark , actually looks perfect . Quality is very good and it was delivered in 48 hours and I am in illinois . ++++++++++++",5.0,"05 25, 2013",CR Laurence ECT899S Slider for Chevy/GM Trivent 99,229.18,CRL,269,48,1.0,5.604166666666668,0.7933110772830783,1.1946105790109216,3.9295955275987184,0.9999732971191406
41,B000BR3BJ4,"[5, 5]","Very easy installation, took around 30 minutes; the kit provides a slightly more aggressive sound from under the hood, the throttle response feels a tiny bit sharper, although not a spectacular difference; the best part is that my Avg. fuel economy has improved about 3/4mpg over the last 8 months/7500 miles. 1999 Ford Ranger XLT Supercab 3.0L V-6 (flex fuel)",5.0,"08 4, 2012",K&amp;N 57-2533 FIPK Performance Air Intake System,268.68,K&amp;N,360,64,1.0,5.625,1.0577481030441045,1.1946105790109216,4.606875496793889,0.9999913573265076
42,B000X3EWIK,"[1, 1]",These pads are great.  I replaced the EBC Red Stuff pads on my Saab 9-5.  Even though I liked the Red Stuff these Akebono Euro pads are much better.  I really like the feel of these pads and they don't need to warm up to be effective like the Red Stuff pads did.  They have great feel and stopping power.  They are easily the best pads that I have used on my Saab 9-5.  I will be replacing the existing pads on my Saab 9-3 to these Akebono Euro pads this fall.,5.0,"08 4, 2009","Akebono EUR819 EURO Ultra-Premium Ceramic Front Brake Pad Set For 1999-2005 Saab 9-3, 9-5",62.79,Akebono,460,96,1.0,4.791666666666667,1.5866221545661563,1.1946105790109216,1.0766179560953115,0.9999998807907104
43,B004W97IY6,"[2, 4]","The product is nice and looks nice on my truck, but it would help if the silver around the edges were in the description, since you can't see it in the photos. Honestly I would have ordered a different product for my black truck",4.0,"03 10, 2013",Spyder Dodge Ram 1500 02-06/ Ram 2500 02-05 /Ram 3500 02-05 Altezza Tail Lights - Black,68.31,Spyder Auto,228,45,0.5,5.066666666666666,0.7437291349528858,0.9556884632087372,1.1712656884992951,0.9999917149543762
44,B004LEYIHW,"[2, 3]",Simple to order here so I did.  Came very well boxed and the cap was all protected.  Good price too.  My WRX is happy.,5.0,"12 28, 2012",Motul 007229 8100 Eco-nergy 5W-30 100 Percent Synthetic Fuel Economy Gasoline and Diesel Lubricant - 5 Liter,15.1,Motul,118,24,0.6666666666666666,4.916666666666667,0.3966555386415391,1.1946105790109216,0.25890955784423003,0.9130368232727051
45,B000C5FU44,"[2, 2]","The item shipped to me was exactly as described, brand new, and OEM (Motorcraft).  It arrived quickly and the installation was very easy.  I called around to several dealerships to get quotes for a replacement and the cost was double the price of this part.  It might be helpful to other people to include a set of installation instructions, and might consider detailed pics as well.  I have a haynes repair manual that showed me the proper removal and replacement procedure, so no issues for me.  Overall great experience and pleased customer.  Highly recommended if your switch was broken like mine (couldn't use fog lamps).",5.0,"03 30, 2011",Motorcraft SW5980 Headlight Switch,101.57,Motorcraft,626,106,1.0,5.90566037735849,1.7518952956667977,1.1946105790109216,1.7415525688899631,1.0
46,B000C59MVQ,"[1, 1]",As advertised nice strut but I wish they would make a complete kit to include the rubber bumper washers and spring seats. had to reuse old ones,5.0,"04 11, 2009",Monroe 71311 Sensa-Trac Strut,58.0,Monroe,143,27,1.0,5.296296296296297,0.4462374809717315,1.1946105790109216,0.9944870433751885,0.999484658241272
47,B005LDBELA,"[1, 1]",I love my Harley lanyard - so cute and functional - you can take the keys off without having to remove the entire lanyard and it has a place for my ID badge too.,5.0,"06 3, 2013",Harley Davidson Pink Lettering ~ Neck Lanyard Keychain Holder,2.05,Unknown,161,32,1.0,5.03125,0.5288740515220521,1.1946105790109216,0.035149973084812686,0.998382031917572
48,B009PNFFP8,"[1, 1]",These are great because they let you show your love for your team better than the &#34;chrome&#34; emblems that everyone has out there.  I have bought two of the plastic chrome emblems in the past and they always lose their shine over time.  This is made of aluminum and the emblem is in color.  it's very thin and low profile.  LOOKS GREAT!  I bought one for me and one for my wife.,5.0,"01 19, 2013",MLB New York Yankees Aluminum Color Auto Emblem,8.45,MLB,383,75,1.0,5.1066666666666665,1.2395485582548098,1.1946105790109216,0.1448864744227645,0.049164921045303345
49,B000C581WW,"[1, 2]","The Moog SSD107 Steering Damper fit my 1997 Wrangler.  It replaced a weak OEM part that allowed a heavy vibration/shake of the entire front end (death wobble).  I have not had any repeats of death wobble since.  Although, at times with a very large bump I think I can tell the Moog is fighting it.  Otherwise, I'm completely satisfied.  The kit contained all the parts I needed to quickly install the damper with common tools.  Getting the old one out was the only challenge.",5.0,"02 11, 2013",Moog SSD107 Steering Damper,52.53,Moog,475,86,0.5,5.523255813953488,1.4213490134655151,1.1946105790109216,0.9006966273879077,0.001165837049484253
50,B006TMM9V6,"[1, 1]","Let me be first to say i was skeptical about being the first one to buy this product. This was a really good deal though, because the Autozone in my town wanted 55 dollars for a replacement! That was too much for me. So i did some looking around and found this one on Amazon. I didnt see and reviews and still havent. Being the first one to order this part. Let me tell you all, if you need this... ORDER THIS ONE! It is a perfect fit and looks just as good as the other side turn signal that is OEM. It was very affordable and is not made cheaply. So if you see this cheap price and are thinking &#34;this is too good to be true&#34;... it's not! I think it looks really nice! :)",5.0,"01 15, 2014",Dodge Ram Passenger Side Replacement Turn Signal Corner Light,14.22,Top Deal,680,139,1.0,4.892086330935252,2.297296661298914,1.1946105790109216,0.2438207889102617,0.9999982118606567
51,B000WO3358,"[0, 1]","These grips are horrible, in my opinion. Granted, I didn't install or ride them, because I was so turned off by how soft and by how much of a gel feeling they have. Maybe some people might like them, but just be warned they are extremely compliant and feel very Jello like to me. I made a video review of some of the grips that I purchased off Amazon.com; here is the link if you wish to view it. The Pro Grips here are included:[...]Unless you are seeking an extremely soft and gel like feeling, I would consider maybe the Driven grippy grips or something. The Driven grippy grips are very good, although I personally like the narrow diameter of the Renthal 29mm (diameter) grips after using them.",1.0,"10 22, 2012",Progrip 699BK Black 125mmSingle Density Superbike Gel Grip,9.95,Progrip,698,131,0.0,5.32824427480916,2.165078148418401,0.2389221158021843,0.17060596692384694,0.9987924098968506
52,B002IBU6P8,"[1, 1]",honda was leaking on the side. this was the easiet and cheapest install i have ever done. NO MORE OIL LEAK!!!!!!!!,5.0,"12 18, 2013",Beck Arnley 039-6558 Engine Semi-Circular Plug,4.74,Beck Arnley,114,21,1.0,5.428571428571429,0.3470735963113467,1.1946105790109216,0.08127359630342057,0.006154149770736694
